First_Name,Last_Name,Name,pos,secondpos,Height,Weight,BirthDay,BirthMonth,Birth Year,Hand,DraftYear,Ovr,Cls,Med,3PT,Finish,Technic,Defense,Url
Bruce,Bowen,Bruce Bowen,SF,-,201,185,16,3,1980,Right hand,1947,653,60,80,100,80,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/1477.png
Tracy,McGrady,Tracy McGrady,SG,-,203,223,24,5,1984,Right hand,1997,654,60,40,100,40,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/1503.png
Tomas,Satoransky,Tomas Satoransky,PG,SG,201,210,1,1,1985,Right hand,2012,655,80,80,80,80,60,40,https://cdn.nba.com/headshots/nba/latest/260x190/203107.png
Joe,Fulks,Joe Fulks,PF,C,196,190,26,10,1987,Right hand,1947,656,100,80,60,60,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Kemba,Walker,Kemba Walker,PG,-,185,184,8,5,1984,Right hand,2011,657,80,80,80,60,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/202689.png
Dewayne,Dedmon,Dewayne Dedmon,C,-,213,255,12,8,1983,Right hand,2010,658,80,60,60,60,40,80,https://cdn.nba.com/headshots/nba/latest/260x190/203473.png
Rick,Fox,Rick Fox,SF,-,201,230,24,7,1983,Right hand,1947,659,80,60,80,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Juan,Hernangomez,Juan Hernangomez,PF,SF,208,220,28,9,1989,Right hand,2016,660,60,80,80,80,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Xavier,McDaniel,Xavier McDaniel,SF,SG,201,205.4,4,6,1990,Right hand,1947,661,80,80,60,80,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Leandro,Barbosa,Leandro Barbosa,SG,-,191,176,28,11,1991,Right hand,2003,662,60,80,100,80,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/2571.png
Vin,Baker,Vin Baker,PF,-,211,232,28,3,1988,Right hand,1993,663,80,80,40,80,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Nate,Hawthorne,Nate Hawthorne,PG,-,193,190,15,1,1988,Right hand,1973,664,60,80,80,100,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Nate,Archibald,Nate Archibald,PG,-,185,150,4,9,1992,Left hand,1947,665,100,100,60,80,100,80,https://cdn.nba.com/headshots/nba/latest/260x190/76054.png
Michael,Cooper,Michael Cooper,SG,PG,201,174,15,4,1988,Right hand,1978,666,60,80,60,100,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Clark,Kellogg,Clark Kellogg,SF,PF,201,225,2,7,1992,Right hand,1947,667,80,80,60,80,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Richie,Guerin,Richie Guerin,SG,-,193,195,29,5,1988,Right hand,1947,668,80,80,80,80,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Sleepy,Floyd,Sleepy Floyd,PG,-,191,170,6,3,1988,Right hand,1947,669,80,80,80,80,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Terry,Porter,Terry Porter,PG,SG,191,195,8,4,1979,Right hand,1985,670,80,80,80,60,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Luke,Kornet,Luke Kornet,C,PF,216,250,15,7,1989,Right hand,2017,671,60,60,80,40,40,80,https://cdn.nba.com/headshots/nba/latest/260x190/1628436.png
Al-Farouq,Aminu,Al-Farouq Aminu,PF,SF,206,215,21,9,1984,Right hand,2010,672,80,40,80,80,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/202329.png
Johnny,Newman,Johnny Newman,SF,SG,201,190,28,11,1980,Right hand,1986,673,60,60,80,100,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Pau,Gasol,Pau Gasol,PF,C,213,250,6,7,1988,Right hand,2001,674,100,80,40,60,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/2200.png
Pau,Gasol,Pau Gasol,PF,C,213,250,6,7,1985,Right hand,2001,674,100,80,40,60,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/2200.png
Rui,Hachimura,Rui Hachimura,PF,SF,203,225,8,2,1992,Right hand,2019,676,80,60,60,100,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/1629060.png
Danny,Ferry,Danny Ferry,PF,SF,208,230,17,11,1981,Right hand,1989,677,60,60,80,40,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Josh,Smith,Josh Smith,PF,SF,206,225,5,12,1988,Left hand,2004,678,20,80,80,80,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/2746.png
Chris,Webber,Chris Webber,PF,C,206,245,1,3,1981,Right hand,1993,679,80,80,60,80,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/185.png
Kareem,Abdul-Jabbar,Kareem Abdul-Jabbar,C,-,218,267,16,4,1981,Right hand,1969,680,100,60,40,60,100,100,https://cdn.nba.com/headshots/nba/latest/260x190/76003.png
Zach,LaVine,Zach LaVine,SG,SF,196,180,10,3,1989,Right hand,2014,681,80,80,100,80,40,40,https://cdn.nba.com/headshots/nba/latest/260x190/203897.png
Monta,Ellis,Monta Ellis,SG,PG,191,175,26,10,1992,Right hand,2005,682,80,80,80,100,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/101145.png
Donovan,Mitchell,Donovan Mitchell,SG,PG,192,211,7,9,1990,Right hand,2017,683,80,80,80,80,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/1628378.png
Kenyon,Martin,Kenyon Martin,PF,-,206,240,30,12,1989,Right hand,2000,684,100,80,60,80,60,100,https://cdn.nba.com/headshots/nba/latest/260x190/2030.png
Randy,Livingston,Randy Livingston,SG,PG,193,209,2,4,1989,Right hand,1947,685,60,60,80,80,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Jeff,Malone,Jeff Malone,SG,PG,193,205,28,10,1988,Right hand,1947,686,80,100,60,60,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Karl,Malone,Karl Malone,PF,C,206,259,24,7,1987,Right hand,1985,687,100,80,40,80,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/252.png
Patrick,Ewing,Patrick Ewing,C,-,213,240,5,8,1977,Right hand,1985,688,100,80,60,60,60,100,https://cdn.nba.com/headshots/nba/latest/260x190/121.png
Patrick,Ewing,Patrick Ewing,C,-,213,240,5,8,1977,Right hand,1985,688,100,80,60,60,60,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Doug,West,Doug West,SG,SF,198,200,27,5,1986,Right hand,1989,689,80,80,60,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
George,McCloud,George McCloud,SF,SG,198,205,27,5,1986,Right hand,1947,690,60,80,100,60,60,40,https://cdn.nba.com/headshots/nba/latest/260x190/45.png
Cuttino,Mobley,Cuttino Mobley,SG,PG,193,190,1,9,1983,Left hand,1947,691,60,80,80,60,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/1749.png
Bill,Walton,Bill Walton,C,PF,211,210,5,11,1989,Right hand,1947,692,100,80,40,80,100,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Pau,Gasol,Pau Gasol,PF,C,213,250,6,7,1984,Right hand,2001,693,100,80,40,60,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/2200.png
Terrence,Ross,Terrence Ross,SF,SG,198,195,5,2,1985,Right hand,2012,694,80,80,80,80,40,60,https://cdn.nba.com/headshots/nba/latest/260x190/203082.png
Mo,Williams,Mo Williams,PG,-,185,190,19,12,1987,Right hand,2003,695,80,80,80,80,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/2590.png
Ersan,Ilyasova,Ersan Ilyasova,PF,SF,208,235,15,5,1981,Right hand,2005,696,60,80,80,40,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/101141.png
Isiah,Thomas,Isiah Thomas,PG,-,185,180,30,4,1985,Right hand,1981,697,100,80,60,80,100,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Chris,Paul,Chris Paul,PG,SG,183,175,6,5,1979,Right hand,2005,698,80,80,80,40,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/101108.png
Shawn,Marion,Shawn Marion,SF,PF,201,220,7,5,1992,Right hand,1999,699,80,80,40,100,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Kevin,Grevey,Kevin Grevey,SG,-,196,209.8,12,5,1989,Left hand,1947,700,80,100,100,40,60,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Dimitris,Diamantidis,Dimitris Diamantidis,PG,-,196,209,6,5,1988,Left hand,1999,701,80,60,80,60,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Johnny,Newman,Johnny Newman,SF,SG,201,198,28,11,1984,Right hand,1986,702,80,80,80,80,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Cedi,Osman,Cedi Osman,SF,-,204,190,8,4,1989,Right hand,2015,703,80,80,80,80,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/1626224.png
Dave,Cowens,Dave Cowens,C,PF,208,231.8,7,1,1986,Left hand,1947,703,100,80,60,80,60,100,https://cdn.nba.com/headshots/nba/latest/260x190/76462.png
James,Worthy,James Worthy,SF,PF,206,225,27,2,1987,Right hand,1982,705,100,40,60,100,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Nick,Van,Nick Van Exel,PG,-,185,170,27,11,1987,Left hand,1993,706,80,100,80,80,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/89.png
Nick,Van,Nick Van Exel,PG,SG,185,170.4,27,11,1988,Left hand,1993,706,80,100,80,80,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/89.png
Markieff,Morris,Markieff Morris,PF,-,208,245,2,9,1983,Right hand,2011,708,80,80,80,60,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/202693.png
Hakeem,Olajuwon,Hakeem Olajuwon,C,-,213,255,21,1,1979,Right hand,1984,709,100,80,40,80,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Paul,Arizin,Paul Arizin,SF,SG,193,190,12,12,1986,Right hand,1950,710,100,100,60,80,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/76056.png
Michael,Cooper,Michael Cooper,SG,PG,201,174,15,4,1985,Right hand,1978,711,60,60,60,80,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Kobe,Bryant,Kobe Bryant,SG,PG,198,205,23,8,1995,Right hand,1996,712,80,60,60,100,60,40,https://cdn.nba.com/headshots/nba/latest/260x190/977.png
Detlef,Schrempf,Detlef Schrempf,SF,PF,208,235,21,1,1988,Right hand,1985,713,60,60,60,100,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Don,Carlson,Don Carlson,SG,SF,185,170.2,22,3,1988,Right hand,1947,714,80,80,80,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Dwyane,Wade,Dwyane Wade,SG,PG,193,220,17,1,1991,Right hand,2003,715,80,60,80,100,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/2548.png
John,Starks,John Starks,SG,-,191,185,10,8,1986,Right hand,1988,716,60,80,100,100,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Michael,Dickerson,Michael Dickerson,SG,SF,196,190,25,6,1990,Right hand,1998,717,80,100,100,80,80,20,https://cdn.nba.com/headshots/nba/latest/260x190/1722.png
Lee,Nailon,Lee Nailon,PF,C,206,238,22,2,1987,Right hand,1999,718,80,80,60,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Mike,Muscala,Mike Muscala,C,PF,211,239,14,3,1987,Right hand,2013,719,80,80,80,60,40,60,https://cdn.nba.com/headshots/nba/latest/260x190/203488.png
Purvis,Short,Purvis Short,SF,SG,201,210,2,7,1986,Left hand,1947,720,60,60,60,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Robert,Horry,Robert Horry,PF,SF,208,235,25,8,1984,Right hand,1992,721,60,60,80,60,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Ernie,DiGregorio,Ernie DiGregorio,PG,PG,182,179,15,1,1989,Right hand,1947,722,80,100,80,60,80,20,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
R.J.,Barrett,R.J. Barrett,SF,SG,201,202,16,6,1994,Left hand,2019,723,80,80,80,100,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Julian,Wright,Julian Wright,SG,SF,203,225,20,5,1993,Right hand,2007,724,60,60,80,80,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Manute,Bol,Manute Bol,C,-,232,200,26,6,1988,Right hand,1984,725,60,80,60,60,40,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
John,Stockton,John Stockton,PG,SG,185,175,26,3,1979,Right hand,1984,726,60,100,80,40,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Emmanuel,Mudiay,Emmanuel Mudiay,PG,SG,196,195,5,3,1990,Right hand,2015,727,80,80,80,80,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/1626144.png
Derrick,McKey,Derrick McKey,SF,PF,206,205,10,10,1985,Right hand,1947,728,80,60,80,60,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Norm,Nixon,Norm Nixon,PG,SG,188,170,11,10,1989,Right hand,1947,729,80,100,60,80,100,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Scottie,Pippen,Scottie Pippen,SF,SG,203,220,25,9,1989,Right hand,1987,730,80,40,60,100,100,100,https://cdn.nba.com/headshots/nba/latest/260x190/937.png
Taj,Gibson,Taj Gibson,C,PF,206,225,24,6,1979,Right hand,2009,731,80,80,60,60,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/201959.png
Nicolas,Batum,Nicolas Batum,SF,SG,203,200,14,12,1982,Right hand,2008,732,80,60,80,60,40,60,https://cdn.nba.com/headshots/nba/latest/260x190/201587.png
Lew,Alcindor,Lew Alcindor,C,PF,218,225,16,4,1990,Right hand,1969,733,100,80,40,60,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
George,McGinnis,George McGinnis,PF,C,203,235,12,8,1987,Right hand,1973,734,100,60,60,80,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
George,McGinnis,George McGinnis,PF,C,203,235,12,8,1988,Right hand,1973,734,100,60,60,80,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Jason,Kidd,Jason Kidd,PG,-,193,210,23,3,1979,Right hand,1994,736,40,80,80,40,100,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
DeAndre,Ayton,DeAndre Ayton,C,-,216,243,23,7,1992,Right hand,2018,737,100,80,40,100,40,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Hal,Greer,Hal Greer,SG,SF,188,175,26,6,1983,Right hand,1947,738,80,100,60,80,100,80,https://cdn.nba.com/headshots/nba/latest/260x190/76882.png
Jamal,Mashburn,Jamal Mashburn,SF,PF,203,240,21,11,1989,Right hand,1947,739,80,80,80,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
David,Robinson,David Robinson,C,PF,216,226,6,8,1990,Left hand,1989,739,100,40,60,80,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Mickael,Pietrus,Mickael Pietrus,SG,SF,198,215,7,2,1989,Right hand,2003,741,60,60,80,100,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Kevin,Knox,Kevin Knox II,SF,PF,206,213,11,8,1993,Right hand,2018,742,80,60,80,100,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/1628995.png
Joe,Ingles,Joe Ingles,SF,SG,203,211,2,10,1981,Left hand,2006,743,80,80,80,60,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/204060.png
Jamaal,Wilkes,Jamaal Wilkes,SF,SG,198,190,2,5,1982,Right hand,1947,744,80,100,60,100,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Karl,Malone,Karl Malone,PF,C,206,259,24,7,1984,Right hand,1985,745,100,80,60,80,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/252.png
Ron,Harper,Ron Harper,PG,SG,198,215,20,1,1976,Right hand,1986,746,60,80,60,80,100,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Wally,Szczerbiak,Wally Szczerbiak,SF,-,201,239.2,5,3,1987,Right hand,1999,747,80,80,100,40,60,40,https://cdn.nba.com/headshots/nba/latest/260x190/1887.png
Dell,Curry,Dell Curry,SG,SF,196,210,25,6,1978,Right hand,1986,748,80,100,100,20,60,40,https://cdn.nba.com/headshots/nba/latest/260x190/209.png
Calvin,Murphy,Calvin Murphy,PG,SG,178,165,5,3,1981,Right hand,2007,749,60,80,60,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
James,Silas,James Silas,PG,SG,185,180,13,5,1988,Right hand,1947,750,80,100,60,80,100,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Chet,Walker,Chet Walker,PF,SF,198,212,22,2,1982,Right hand,1947,751,80,60,60,60,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Walter,McCarty,Walter McCarty,PF,SF,208,230,1,2,1986,Right hand,1947,752,60,60,100,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Danny,Green,Danny Green,SG,SF,198,210,22,6,1987,Right hand,2009,753,60,80,100,40,20,80,https://cdn.nba.com/headshots/nba/latest/260x190/201980.png
Shawn,Kemp,Shawn Kemp,PF,C,208,245,26,11,1990,Right hand,1989,754,80,80,40,100,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/431.png
Kevin,Love,Kevin Love,PF,C,208,240,7,9,1990,Right hand,2008,755,60,60,100,20,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/201567.png
Andre,Iguodala,Andre Iguodala,SF,SG,198,207,28,1,1980,Right hand,2004,756,80,100,80,60,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/2738.png
World,B.,World B. Free,PG,SG,188,185,9,12,1988,Right hand,1975,757,100,80,60,100,100,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
World,B.,World B. Free,PG,SG,188,185,9,12,1988,Right hand,1975,757,100,80,60,100,100,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Lucious,Harris,Lucious Harris,SG,PG,196,190,18,12,1989,Right hand,1947,759,60,80,100,60,60,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Moritz,Wagner,Moritz Wagner,C,PF,212,241,26,4,1991,Right hand,2018,760,80,80,60,60,40,60,https://cdn.nba.com/headshots/nba/latest/260x190/1629021.png
Geoff,Petrie,Geoff Petrie,SG,PG,193,190,8,8,1988,Right hand,1947,761,80,100,60,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Hedo,Turkoglu,Hedo Turkoglu,SF,SG,208,220,19,3,1991,Right hand,2000,762,60,80,80,60,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/2045.png
Bob,Gross,Bob Gross,SF,SG,198,200,3,8,1990,Right hand,1947,763,60,80,60,80,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Delonte,West,Delonte West,SG,PG,191,180,26,7,1989,Left hand,2004,764,60,80,100,60,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Mike,Dunleavy,Mike Dunleavy,SF,SG,206,220,15,9,1991,Right hand,2002,765,40,60,100,40,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/2399.png
Mike,Dunleavy,Mike Dunleavy,SF,SG,206,220,15,9,1991,Right hand,2002,765,40,60,100,40,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Ricky,Pierce,Ricky Pierce,SF,SG,193,205,19,8,1988,Right hand,1982,766,100,80,80,60,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Anthony,Davis,Anthony Davis,PF,C,208,214,11,3,1994,Right hand,2012,767,80,80,60,80,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/203076.png
Orlando,Woolridge,Orlando Woolridge,SF,PF,206,215,16,12,1987,Right hand,1981,768,80,40,60,100,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Devean,George,Devean George,SF,SG,203,228,29,8,1989,Right hand,1947,769,80,80,80,80,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Kevin,Johnson,Kevin Johnson,PG,-,185,180,4,3,1987,Right hand,1947,770,80,80,80,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/134.png
Allen,Leavell,Allen Leavell,PG,SG,185,170,27,5,1990,Right hand,1947,771,80,80,80,80,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Manu,Ginobili,Manu Ginobili,SG,SF,198,205,28,7,1988,Left hand,2002,772,40,60,80,80,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/1938.png
Jameer,Nelson,Jameer Nelson,PG,-,183,190,9,2,1987,Right hand,2004,773,80,80,100,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/2749.png
Angelo,Musi,Angelo Musi,PG,-,176,146,25,7,1985,Right hand,1947,774,80,100,80,80,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
World,B.,World B. Free,PG,SG,188,185,9,12,1990,Right hand,1975,775,100,80,60,100,100,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Rick,Fox,Rick Fox,SF,SG,201,230,24,7,1991,Right hand,1947,776,60,80,80,80,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Skal,Labissiere,Skal Labissiere,C,PF,214,216,18,3,1990,Right hand,2016,777,80,80,80,60,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/1627746.png
Aaron,Gordon,Aaron Gordon,PF,SF,206,225,16,9,1989,Right hand,2014,778,80,60,80,80,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/203932.png
Karl,Malone,Karl Malone,PF,-,206,259,24,7,1980,Right hand,1985,778,100,80,40,60,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/252.png
Sam,Jones,Sam Jones,SF,SG,193,198,24,6,1987,Right hand,1957,780,80,100,80,60,60,40,https://cdn.nba.com/headshots/nba/latest/260x190/77196.png
Karl,Malone,Karl Malone,PF,-,206,259,24,7,1980,Right hand,1985,781,100,80,40,60,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/252.png
Terry,Cummings,Terry Cummings,PF,C,206,220,15,3,1990,Right hand,1982,782,100,60,60,80,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Cody,Zeller,Cody Zeller,C,PF,213,240,5,10,1986,Right hand,2013,783,80,60,60,60,40,80,https://cdn.nba.com/headshots/nba/latest/260x190/203469.png
Christian,Laettner,Christian Laettner,PF,-,211,245,17,8,1986,Right hand,1947,784,100,80,60,60,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
De'Andre,Hunter,De'Andre Hunter,SF,SG,201,223,2,12,1991,Right hand,2019,785,80,80,80,80,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/1629631.png
Derrick,McKey,Derrick McKey,SF,PF,206,205,10,10,1980,Right hand,1947,786,60,60,80,80,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Bob,Lanier,Bob Lanier,C,-,211,250,14,11,1988,Left hand,1947,787,80,40,40,80,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Otis,Birdsong,Otis Birdsong,SG,PG,191,190,9,12,1988,Left hand,1993,788,80,100,60,100,100,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Otis,Birdsong,Otis Birdsong,SG,PG,191,190,9,12,1988,Left hand,1993,788,80,100,60,100,100,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Tony,Parker,Tony Parker,PG,-,188,180,17,5,1993,Right hand,2001,790,80,80,80,60,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/2225.png
Jaylen,Brown,Jaylen Brown,SG,SF,201,222,24,10,1990,Right hand,2016,791,80,80,80,80,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/1627759.png
Bob,McAdoo,Bob McAdoo,C,PF,206,210,23,8,1988,Right hand,1947,792,80,60,40,80,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
